start word,end word,solution,number of words
paints,latian,"paints,prints,prinos,primos,primes,primed,premed,premen,preman,pieman,pitman,titman,titian,tatian,latian",15
odd,tin,"odd,add,aid,tid,tin",5
sturty,beaner,"sturty,starty,starts,stares,starer,searer,bearer,beaner",8
unsay,foldy,"unsay,unlay,uplay,splay,salay,sally,fally,folly,foldy",9
fliers,prisal,"fliers,pliers,plyers,payers,sayers,shyers,shiers,shirrs,chirrs,chirps,chimps,crimps,primps,primas,primal,prisal",16
pensils,drapery,"pensils,pensile,tensile,tonsile,torsile,tortile,cortile,cortine,corvine,cervine,nervine,nerving,serving,serting,seating,slating,plating,platine,platane,platans,platens,platers,praters,graters,gravers,gravery,grapery,drapery",28
whart,stein,"whart,whare,share,stare,stere,stern,stein",7
jud,led,"jud,lud,led",3
hel,wha,"hel,bel,bea,wea,wha",5
choric,dealer,"choric,thoric,thoria,theria,sheria,sharia,sharra,sharry,scarry,scarey,scarer,searer,dearer,dealer",14
deg,tji,"deg,teg,tag,tai,tji",5
guru,anba,"guru,puru,pulu,aulu,ausu,ansu,ansa,anba",8
volar,krone,"volar,polar,poler,poley,coley,cooey,coony,crony,crone,krone",10
rwd,ewe,"rwd,awd,awe,ewe",4
build,denay,"build,guild,guily,gully,dully,delly,delay,denay",8
tua,ipr,"tua,pua,ppa,ppr,ipr",5
scuz,opes,"scuz,scud,spud,sped,oped,opes",6
scrag,haloa,"scrag,sprag,spray,splay,salay,salvy,salva,halva,haloa",9
tibet,duply,"tibet,timet,times,dimes,dimps,dumps,dumpy,duppy,duply",9
amores,deckie,"amores,amoles,amiles,smiles,smiled,sailed,bailed,bailee,bailie,baikie,backie,beckie,deckie",13
bro,nak,"bro,bra,baa,naa,nak",5
ulmo,guns,"ulmo,ulto,alto,alts,aits,ains,gins,guns",8
buttes,legger,"buttes,butles,bugles,bugler,bugger,lugger,legger",7
road,wast,"road,toad,toat,tost,wost,wast",6
spews,updry,"spews,shews,shaws,snaws,snaps,snapy,snary,unary,undry,updry",10
god,die,"god,dod,did,die",4
lira,sish,"lira,lisa,lish,sish",4
impv,feer,"impv,imps,amps,alps,alas,alar,glar,gear,fear,feer",10
diva,stim,"diva,kiva,kava,kala,sala,salm,saim,stim",8
gads,anis,"gads,gids,aids,ands,anis",5
lut,bus,"lut,but,bus",3
tag,vii,"tag,vag,vai,vii",4
sprag,adawn,"sprag,scrag,scran,scian,scion,scoon,scorn,acorn,adorn,adown,adawn",11
gise,sirs,"gise,sise,sire,sirs",4
alogy,balor,"alogy,elogy,eloge,elope,slope,slote,blote,blots,boots,bolts,boles,bales,baler,balor",14
teuk,mout,"teuk,leuk,louk,lout,mout",5
milo,coms,"milo,mils,mols,cols,coms",5
aft,fei,"aft,aet,fet,fei",4
pood,iowa,"pood,lood,lord,lora,lowa,iowa",6
fluky,blobs,"fluky,flaky,flamy,flams,blams,blabs,blobs",7
sops,viva,"sops,sips,rips,ripa,riva,viva",6
noxa,doff,"noxa,doxa,dola,dolf,doff",5
coal,meow,"coal,foal,feal,meal,meaw,meow",6
clan,geom,"clan,clam,glam,glom,geom",5
carry,cruce,"carry,carny,carne,carse,cause,cruse,cruce",7
yond,opah,"yond,gond,goad,grad,orad,oral,opal,opah",8
sal,veg,"sal,val,vel,veg",4
herp,juga,"herp,hera,hura,jura,juga",5
flog,peul,"flog,flag,flak,plak,peak,peal,peul",7
ammi,gess,"ammi,amli,aoli,coli,cols,coss,goss,gess",8
cox,huh,"cox,hox,hex,heh,huh",5
vau,ani,"vau,vas,aas,ans,ani",5
kinkly,weaken,"kinkly,pinkly,pinkey,pinker,picker,pecker,peaker,weaker,weaken",9
plowed,haiver,"plowed,slowed,sloked,spoked,spiked,spiled,sailed,hailed,hailer,haiver",10
kipe,romp,"kipe,ripe,rope,rome,romp",5
tilda,mopan,"tilda,tilia,cilia,celia,ceria,coria,corin,morin,moran,mopan",10
mrs,zac,"mrs,mas,mac,zac",4
ler,hgt,"ler,her,het,hgt",4
rises,wecht,"rises,wises,wisps,wispy,wishy,wisht,wicht,wecht",8
biol,beau,"biol,bill,bell,beal,beau",5
fuze,adaw,"fuze,faze,fare,fire,aire,airy,adry,aday,adaw",9
knifes,bluely,"knifes,knives,knivey,snivey,shivey,shives,shires,shirrs,shiers,shyers,sayers,layers,laders,ladens,latens,latent,lament,lamest,gamest,gayest,sayest,slyest,sliest,bliest,bluest,bluesy,bluely",27
yao,due,"yao,dao,duo,due",4
let,rfb,"let,ret,reb,rfb",4
mocha,scaum,"mocha,mocoa,cocoa,coroa,caroa,carua,carum,sarum,scrum,scaum",10
gym,mes,"gym,mym,mem,mes",4
twait,basic,"twait,twant,twint,taint,tains,tarns,barns,baris,basis,basic",10
durrs,lopes,"durrs,dures,lures,lores,lopes",5
callas,sprawl,"callas,calles,calves,salves,selves,serves,series,serins,serine,shrine,shrink,shrank,scrank,scrawk,scrawl,sprawl",16
dola,suba,"dola,sola,sula,suba",4
mutive,weeply,"mutive,motive,motile,mobile,mobble,momble,romble,remble,reable,meable,measle,measly,meanly,weanly,weakly,weekly,weeply",17
flips,waxes,"flips,flits,faits,waits,wants,wanes,waxes",7
bal,ape,"bal,aal,apl,ape",4
lai,wun,"lai,lan,wan,wun",4
till,snow,"till,sill,sial,skal,skaw,snaw,snow",7
nan,fac,"nan,fan,fac",3
hol,obi,"hol,bol,bbl,obl,obi",5
hovel,roofy,"hovel,howel,howes,howfs,hoofs,roofs,roofy",7
dowf,ween,"dowf,sowf,sown,sewn,seen,ween",6
ungt,geet,"ungt,unit,knit,knet,keet,geet",6
mustier,backbit,"mustier,muskier,huskier,huskies,hunkies,hankies,hackies,hackles,hacklet,backlet,backlit,backbit",12
khi,fub,"khi,shi,sui,sub,fub",5
flu,ima,"flu,ulu,umu,imu,ima",5
sairy,abbey,"sairy,fairy,fairs,faits,frits,fries,aries,abies,abbes,abbey",10
topeng,suites,"topeng,toping,coping,coling,colins,colies,molies,molles,moiles,moiled,soiled,smiled,smiles,smites,suites",15
bxs,sky,"bxs,bas,bay,say,sky",5
miaou,crena,"miaou,miaow,minow,minos,mints,pints,pinta,pieta,preta,creta,crena",11
scalf,rowed,"scalf,scarf,swarf,sward,sword,soord,loord,looed,rooed,rowed",10
pikes,jumma,"pikes,dikes,dimes,dimps,dumps,dumbs,dumba,jumba,jumma",9
gluer,taros,"gluer,glues,gluts,gouts,touts,tauts,tarts,taros",8
jape,tats,"jape,tape,tate,tats",4
jasz,moir,"jasz,jass,lass,loss,lois,loir,moir",7
hirst,bahan,"hirst,harst,darst,darat,barat,balat,balan,bahan",8
befan,powan,"befan,refan,rewan,rowan,powan",5
tipe,oleo,"tipe,type,tyee,byee,blee,bleo,oleo",7
ande,maro,"ande,aide,mide,made,mare,maro",6
cunei,hafiz,"cunei,cunni,cunny,canny,canty,cants,hants,hafts,hafis,hafiz",10
corta,isize,"corta,porta,porte,parte,parse,perse,peise,peize,psize,isize",10
sab,lid,"sab,lab,lib,lid",4
rog,cop,"rog,cog,cop",3
fae,viz,"fae,fie,vie,viz",4
bord,nudd,"bord,sord,surd,sudd,nudd",5
scob,feil,"scob,scab,scam,seam,seal,feal,feil",7
rebury,folies,"rebury,reburn,reborn,rebore,rebone,repone,repine,repins,resins,rosins,cosins,colins,colies,folies",14
tubar,stoma,"tubar,tuber,suber,sober,sorer,soree,stree,strep,stoep,stomp,stoma",11
joug,site,"joug,jong,song,sing,sine,site",6
rab,wei,"rab,wab,web,wei",4
ixion,dived,"ixion,axion,anion,ancon,ancor,angor,anger,aiger,aiver,diver,dived",11
tig,vet,"tig,teg,veg,vet",4
dasi,okia,"dasi,dani,aani,arni,arna,aria,akia,okia",8
jesses,ballam,"jesses,jessed,jested,bested,belted,belled,balled,ballad,ballam",9
tear,free,"tear,fear,feer,feed,fred,free",6
slide,plumy,"slide,glide,glime,glume,plume,plumy",6
wider,bulge,"wider,cider,cader,cadee,cadge,badge,budge,bulge",8
dux,sho,"dux,due,sue,she,sho",5
morel,henna,"morel,monel,money,boney,bonny,benny,henny,henna",8
ghent,begat,"ghent,glent,blent,beent,beant,beaut,begut,begat",8
lawns,taffy,"lawns,dawns,darns,barns,barfs,baffs,baffy,taffy",8
fonts,ansae,"fonts,foots,moots,motts,motes,aotes,antes,antas,antae,ansae",10
fcy,mug,"fcy,fay,may,mag,mug",5
loy,abv,"loy,lob,aob,abb,abv",5
frith,queen,"frith,brith,britt,brist,buist,quist,quest,queet,queen",9
fou,unn,"fou,iou,ion,inn,unn",5
pen,ock,"pen,pin,pik,oik,ock",5
aor,alo,"aor,abr,abo,alo",4
pommel,themis,"pommel,pommer,mommer,momser,mosser,messer,mester,tester,teeter,teemer,themer,themes,themis",13
toed,prov,"toed,hoed,hood,pood,prod,prov",6
karts,bwana,"karts,tarts,tarns,tains,twins,twink,twank,twana,bwana",9
tala,wand,"tala,bala,bana,band,wand",5
cfm,act,"cfm,ccm,pcm,pct,act",5
cautery,shopped,"cautery,cattery,battery,buttery,butters,putters,puttees,putties,puttier,pettier,peatier,platier,platter,clatter,chatter,chapter,chapper,chopper,shopper,shopped",20
sloo,nias,"sloo,slob,blob,blab,blas,bias,nias",7
dup,pal,"dup,pup,pap,pal",4
hwa,loa,"hwa,mwa,moa,loa",4
tsi,wac,"tsi,ssi,sai,sac,wac",5
null,afar,"null,dull,dual,duad,drad,arad,arar,afar",8
plop,says,"plop,prop,pros,prys,pays,says",6
ice,fax,"ice,icy,fcy,fay,fax",5
sita,dorr,"sita,dita,disa,dosa,dora,dorr",6
stbd,hunt,"stbd,stid,suid,suit,sunt,hunt",6
hup,dor,"hup,dup,dop,dor",4
has,sol,"has,hal,sal,sol",4
citer,contg,"citer,cater,caner,coner,contr,contg",6
bea,pia,"bea,pea,pia",3
haj,noa,"haj,saj,saa,naa,noa",5
mev,law,"mev,lev,lav,law",4
loma,yeah,"loma,loca,loch,lech,yech,yeah",6
atte,hype,"atte,ante,anne,ayne,hyne,hype",6
thankee,killing,"thankee,thanker,thinker,chinker,clinker,clunker,clunter,counter,coulter,coulier,collier,collies,collins,colling,bolling,billing,killing",17
soli,amil,"soli,aoli,amli,amla,amia,amil",6
nextly,rifled,"nextly,nettly,nettle,pettle,pattle,pattee,patted,ratted,rafted,rifted,rifled",11
saul,feis,"saul,sail,fail,feil,feis",5
bailer,patgia,"bailer,batler,bather,mather,mathes,matres,matris,latris,latria,patria,patgia",11
fala,pott,"fala,pala,pata,patt,pott",5
moist,pines,"moist,foist,forst,foret,poret,pores,pones,pines",8
zabian,fakers,"zabian,sabian,samian,semian,serian,serean,berean,borean,boreas,borers,corers,carers,farers,fakers",14
serves,outsit,"serves,verves,varves,carves,corves,corses,corset,cotset,cutset,outset,outsit",11
riyal,sirup,"riyal,royal,roral,soral,soras,sorus,syrus,syrup,sirup",9
mag,ria,"mag,rag,rig,ria",4
sma,fee,"sma,sea,see,fee",4
chai,edna,"chai,shai,shan,stan,sten,eten,eden,edea,edna",9
therme,drives,"therme,therms,tharms,charms,chares,chores,crores,crones,drones,droves,drives",11
cul,pfg,"cul,pul,pug,pfg",4
std,wef,"std,sed,wed,wef",4
pkg,nat,"pkg,pkt,pat,nat",4
your,golf,"your,gour,goar,goaf,golf",5
tef,mfg,"tef,teg,meg,mfg",4
yid,ham,"yid,hid,had,ham",4
lis,sai,"lis,las,lai,sai",4
belk,fend,"belk,beld,bend,fend",4
wog,gyn,"wog,gog,gon,gyn",4
fac,rya,"fac,mac,myc,mya,rya",5
sagra,sowle,"sagra,sabra,sabre,cabre,cable,coble,cowle,sowle",8
nix,xis,"nix,xix,xis",3
yaw,zig,"yaw,baw,bag,zag,zig",5
mgal,bois,"mgal,meal,meas,moas,boas,bois",6
hap,ugh,"hap,hat,hgt,ugt,ugh",5
hopis,lindy,"hopis,hopes,hones,honey,hiney,liney,lindy",7
acoin,gaels,"acoin,aloin,alois,aloes,cloes,clons,coons,goons,gools,gaols,gaels",11
gut,ani,"gut,jut,jnt,ant,ani",5
mites,repro,"mites,metes,meths,metho,metro,retro,repro",7
woons,tummy,"woons,coons,coony,coomy,commy,tommy,tummy",7
oping,kilan,"oping,ohing,ching,chins,cains,rains,raias,rayas,rayan,kayan,kalan,kilan",12
magnet,tilted,"magnet,mannet,manned,tanned,tinned,tinted,tilted",7
goles,covey,"goles,coles,coves,covey",4
nato,ghis,"nato,pato,pats,pais,phis,ghis",6
marse,kooks,"marse,carse,corse,corke,corks,cooks,kooks",7
nixon,showd,"nixon,ninon,ninos,nines,sines,sires,sired,shred,shoed,showd",10
didna,oenin,"didna,diana,liana,liane,linne,linie,linin,lenin,oenin",9
wang,sife,"wang,sang,sing,sine,sife",5
clammy,daffed,"clammy,chammy,champy,champs,chimps,chimes,chiles,whiles,whiled,wailed,waifed,waffed,daffed",13
sugg,brit,"sugg,sung,bung,bang,bant,bait,brit",7
cos,liv,"cos,cis,lis,liv",4
lacs,bhil,"lacs,pacs,pais,bais,bail,bhil",6
yarned,barter,"yarned,darned,darted,darter,barter",5
harm,cawl,"harm,harl,carl,cawl",4
reback,yucker,"reback,repack,repick,relick,relics,relies,belies,bulies,buries,burkes,burker,bucker,yucker",13
waits,lefty,"waits,wafts,wefts,lefts,lefty",5
caser,porns,"caser,carer,parer,porer,pores,porns",6
wilk,remi,"wilk,welk,weli,deli,demi,remi",6
anthers,tinkled,"anthers,aethers,tethers,tithers,titters,tinters,tinkers,tankers,hankers,hackers,hackees,hackles,tackles,tickles,tinkles,tinkled",16
acroa,sinew,"acroa,acron,aaron,saron,saros,siros,sires,sines,sinew",9
frt,roy,"frt,fot,rot,roy",4
aha,mah,"aha,aaa,aah,mah",4
fen,hat,"fen,hen,han,hat",4
awa,aum,"awa,awm,aum",3
lips,cock,"lips,pips,pics,pick,pock,cock",6
sei,sud,"sei,sui,sud",3
chlor,funje,"chlor,color,conor,contr,conte,conge,longe,lunge,funge,funje",10
whom,jins,"whom,woom,woos,wons,wins,jins",6
thrip,babas,"thrip,shrip,sarip,saris,baris,babis,babas",7
tiddley,rollick,"tiddley,fiddley,fiddles,diddles,daddles,dandles,candles,candies,candids,candide,candite,condite,cordite,cordate,cordage,cornage,carnage,barnage,barrage,barrace,barrack,carrack,currack,currock,hurrock,hurlock,hullock,rullock,rollock,rollick",30
laure,fanos,"laure,baure,bauge,bange,bangs,fangs,fanos",7
messed,infand,"messed,massed,mashed,mashes,mathes,maties,matins,satins,satine,saline,spline,upline,uplane,upland,unland,inland,infand",17
lore,shou,"lore,sore,sort,soot,shot,shou",6
sage,wyke,"sage,wage,wake,wyke",4
goliad,arbory,"goliad,poliad,polian,pollan,pollen,collen,coolen,cooled,cooeed,cooees,cooers,coders,ciders,aiders,aimers,armers,armors,arbors,arbory",19
zuza,prau,"zuza,juza,jura,bura,burt,buat,brat,prat,prau",9
brae,adon,"brae,bree,bren,aren,aden,adon",6
septal,ashier,"septal,septan,sextan,sexton,seston,teston,testor,tester,taster,tauter,sauter,sautes,scutes,acutes,acuter,achter,achier,ashier",18
paean,sugis,"paean,pagan,sagan,sagas,sages,sakes,sikes,sikhs,sighs,sughs,sugis",11
cie,wed,"cie,cee,wee,wed",4
tite,kill,"tite,tile,till,kill",4
trt,kep,"trt,art,aet,ket,kep",5
rubus,seora,"rubus,rubes,cubes,cures,dures,durrs,durra,surra,serra,seora",10
wilts,paean,"wilts,lilts,lilas,ligas,ligan,lagan,pagan,paean",8
nemas,ember,"nemas,bemas,bimas,limas,limes,limer,eimer,emmer,ember",9
sole,deja,"sole,bole,bola,bela,beja,deja",6
geld,ulna,"geld,gild,eild,eila,ella,ulla,ulna",7
ahab,gnat,"ahab,chab,chat,ghat,gnat",5
shy,nae,"shy,say,nay,nae",4
avick,scuft,"avick,alick,slick,slack,slank,slant,scant,scalt,scult,scuft",10
kifs,mias,"kifs,kids,mids,mias",4
rum,heh,"rum,hum,hem,heh",4
teams,klino,"teams,beams,blams,clams,clans,clang,cling,kling,klino",9
lobi,taxy,"lobi,gobi,gabi,tabi,taxi,taxy",6
caplet,chatot,"caplet,taplet,tailet,tailed,wailed,whiled,whited,whiten,whitin,chitin,chiton,chaton,chatot",13
exr,adm,"exr,ear,eam,aam,adm",5
dartos,falces,"dartos,dattos,dittos,ditton,dition,dation,ration,ratton,ratten,fatten,fatter,falter,falcer,falces",14
nhan,naig,"nhan,chan,chin,cain,nain,naig",6
pis,wid,"pis,wis,wid",3
airts,texan,"airts,dirts,dorts,torts,toras,teras,texas,texan",8
kish,raif,"kish,bish,bash,rash,rasa,raia,raif",7
unnosed,burgles,"unnosed,unrosed,unroped,unraped,uncaped,uncased,uncases,uneases,ureases,creases,cresses,tresses,trasses,brasses,brasser,brasier,brakier,beakier,beanier,beanies,bennies,bunnies,bundies,bundles,bungles,burgles",26
beau,daer,"beau,bear,dear,deer,daer",5
parer,aglow,"parer,carer,cader,cider,aider,alder,aller,alley,alloy,allow,aglow",11
gou,ume,"gou,iou,imu,umu,ume",5
dacus,gloss,"dacus,daces,faces,facts,faits,flits,flots,floss,gloss",9
verpa,kotow,"verpa,vespa,vesta,vests,bests,belts,bolts,bolos,kolos,kotos,kotow",11
leches,basher,"leches,laches,baches,bashes,basher",5
dcb,cre,"dcb,deb,dee,cee,cre",5
loxed,largo,"loxed,looed,loord,loory,lorry,larry,largy,largo",8
metope,winkel,"metope,merope,rerope,repope,repipe,repile,retile,rutile,ruttle,ruttee,rutter,ritter,witter,winter,winker,winkel",16
saa,yoe,"saa,sae,soe,yoe",4
bur,her,"bur,ber,her",3
obj,bhd,"obj,oba,ola,old,bld,bhd",6
ezod,ilia,"ezod,elod,glod,glob,glib,glia,ilia",7
zobo,urva,"zobo,bobo,bono,bona,kona,krna,urna,urva",8
scalls,fizzed,"scalls,scales,scares,scared,seared,feared,feazed,fezzed,fizzed",9
such,espy,"such,ouch,orch,arch,arcs,arks,asks,asps,aspy,espy",10
ticul,picul,"ticul,picul",2
ohv,vog,"ohv,ohm,chm,com,cog,vog",6
bikh,peas,"bikh,binh,bins,pins,pens,peas",6
basil,dared,"basil,basal,basad,barad,bared,dared",6
gledy,finew,"gledy,gleds,sleds,seeds,feeds,fends,finds,fines,finew",9
gating,slided,"gating,mating,matins,maties,macies,macles,mailes,mailed,sailed,spiled,spiced,sliced,slided",13
choko,whoso,"choko,choke,chose,whose,whoso",5
posed,trust,"posed,posey,possy,tossy,tousy,toust,trust",7
flunky,brache,"flunky,flanky,blanky,branky,bracky,bricky,tricky,trichy,trichi,trochi,troche,broche,brache",13
mna,box,"mna,moa,boa,box",4
anser,rapes,"anser,anger,aeger,leger,lager,rager,raper,rapes",8
broads,reknot,"broads,broods,brooks,crooks,crocks,cracks,cranks,cranes,crases,ceases,cesses,messes,meshes,reshes,reshew,reshow,beshow,besnow,beknow,reknow,reknot",21
formin,bileve,"formin,dormin,dormie,dorbie,dobbie,bobbie,babbie,babble,barble,barile,barite,babite,bebite,belite,belive,beleve,bileve",17
esca,koda,"esca,ecca,acca,arca,arna,krna,kona,koda",8
dao,doh,"dao,doo,doh",3
beet,raku,"beet,belt,balt,balu,baku,raku",6
desk,bara,"desk,derk,berk,bark,bara",5
hulloo,skiddy,"hulloo,halloo,calloo,callot,callet,calles,calves,salves,solves,soaves,staves,stares,starts,sturts,sturty,sturdy,studdy,stiddy,skiddy",19
gns,abn,"gns,ans,abs,abn",4
seid,sair,"seid,said,sair",3
qua,ufs,"qua,rua,rus,rfs,ufs",5
gobio,stold,"gobio,gobia,gonia,donia,donna,donny,sonny,soony,stony,stond,stold",11
balza,pruta,"balza,balsa,bassa,basta,bauta,bruta,pruta",7
sawneb,snappe,"sawneb,sawney,cawney,carney,carnel,cornel,corned,coined,chined,chimed,chimes,chimps,chirps,chirpy,chippy,shippy,snippy,snappy,snappe",19
milks,oohed,"milks,miles,moles,coles,cozes,oozes,oozed,oohed",8
tuant,jagir,"tuant,suant,shant,shent,sheet,sheer,shyer,sayer,sager,jager,jagir",11
vulvar,plitch,"vulvar,vulgar,bulgar,bulger,bunger,bunged,bonged,conged,conned,coined,crined,crinel,crinal,clinal,clinah,clinch,clitch,plitch",18
vroomed,weening,"vroomed,broomed,brooked,crooked,croaked,cloaked,clonked,clunked,clunker,clunter,counter,coulter,coulier,collier,collies,collins,colling,celling,welling,welding,weeding,weening",22
wigs,mise,"wigs,migs,miss,mise",4
lone,kori,"lone,lore,kore,kori",4
mya,len,"mya,mea,lea,len",4
saucy,mynah,"saucy,sancy,sandy,sands,mands,manas,mynas,mynah",8
puls,sapo,"puls,pals,sals,saps,sapo",5
sop,alp,"sop,spp,app,alp",4
moho,sant,"moho,mono,mano,mant,sant",5
kuku,soli,"kuku,kuki,kuli,koli,soli",5
ihi,bom,"ihi,chi,chm,com,bom",5
nieve,maius,"nieve,lieve,lieue,lieus,linus,minus,manus,maius",8
orf,dur,"orf,ouf,our,dur",4
doyst,orbic,"doyst,doest,drest,trest,treat,treas,areas,arras,arris,arrie,artie,artic,areic,ureic,urbic,orbic",16
foh,yds,"foh,boh,bos,bds,yds",5
plait,arles,"plait,plant,plans,plass,pliss,priss,pries,aries,arles",9
napes,rerig,"napes,nanes,nenes,renes,reneg,renig,rerig",7
thae,masu,"thae,thar,taar,maar,maat,mast,masu",7
orb,rel,"orb,orl,brl,bel,rel",5
oyer,elmy,"oyer,oyes,ayes,ales,alms,elms,elmy",7
fip,uit,"fip,fit,uit",3
postman,veering,"postman,postmen,posteen,postern,pastern,pasters,pastels,pastils,postils,postins,posting,potting,petting,petling,peeling,peering,veering",17
assary,puting,"assary,assart,astart,astert,asters,esters,eaters,paters,patens,patins,matins,mating,muting,puting",14
cid,hts,"cid,hid,his,hts",4
pte,dir,"pte,pie,die,dir",4
alawi,nazis,"alawi,alani,alans,plans,peans,peaks,perks,parks,narks,naris,nazis",11
uncall,trygon,"uncall,uncalk,uncask,uncase,unease,urease,crease,creasy,creaky,croaky,crocky,crocks,trocks,tricks,trices,tripes,tripos,trigos,trigon,trygon",20
uphurl,becked,"uphurl,upfurl,unfurl,unfull,unfill,unfile,unfine,undine,andine,aedine,aedile,sedile,senile,sendle,sendee,bendee,bended,beaded,beaked,becked",20
unfix,spect,"unfix,unfit,unlit,uplit,split,spait,spalt,spelt,spect",9
gyn,ole,"gyn,gin,gie,oie,ole",5
sog,tat,"sog,tog,tag,tat",4
aluta,ganja,"aluta,abuta,abuna,abune,abuse,amuse,smuse,souse,house,hause,hanse,hansa,gansa,ganja",14
exes,lank,"exes,eyes,lyes,lies,lins,link,lank",7
loge,yaje,"loge,lode,yode,yade,yaje",5
zoid,itll,"zoid,moid,moed,hoed,heed,heel,htel,itel,itll",9
fcp,ctg,"fcp,fip,fig,cig,ctg",5
melian,huspel,"melian,mesian,mesion,lesion,lesson,lessen,lesser,lester,hester,hesper,hespel,huspel",12
bowge,adati,"bowge,bowse,boise,boite,blite,alite,alate,amate,amati,adati",10
vug,pic,"vug,pug,pig,pic",4
kip,goa,"kip,kop,koa,goa",4
aha,gar,"aha,sha,saa,sar,gar",5
plucky,endent,"plucky,clucky,chucky,checky,cheeky,cheery,cheers,sheers,shyers,sayers,sakers,bakers,bikers,biders,bidens,bident,eident,endent",18
ppm,oud,"ppm,ppd,pud,oud",4
harbi,arils,"harbi,karbi,karri,carri,carrs,currs,burrs,buras,auras,arras,arias,arils",12
sob,dak,"sob,dob,dab,dak",4
pon,biz,"pon,bon,bin,biz",4
ixion,evans,"ixion,axion,arion,arian,arias,amias,amins,amens,avens,evens,evans",11
title,virgo,"title,tithe,kithe,kiths,kites,cites,cires,vires,vireo,virgo",10
achen,inapt,"achen,aches,acies,aries,fries,flies,flees,fleet,flect,elect,exect,exact,enact,inact,inapt",15
surge,topis,"surge,burge,burgs,buras,boras,toras,topas,topis",8
masa,erik,"masa,casa,case,ease,erse,erie,erik",7
fod,ern,"fod,fon,eon,ern",4
edile,czars,"edile,exile,axile,axine,aline,cline,chine,chane,chare,chars,czars",11
andre,gores,"andre,antre,antae,antas,antes,aotes,cotes,cores,gores",9
grond,skags,"grond,frond,frons,frogs,flogs,slogs,slags,skags",8
ahs,owd,"ahs,ohs,ods,odd,owd",5
epa,jig,"epa,ppa,pia,pig,jig",5
ekka,adry,"ekka,akka,akra,aira,airy,adry",6
waugh,unwon,"waugh,laugh,laigh,laith,baith,brith,arith,arish,arist,ariot,arion,anion,union,unwon",14
ald,aug,"ald,aud,aug",3
jap,wos,"jap,wap,wop,wos",4
race,suff,"race,rafe,raff,ruff,suff",5
elem,kelk,"elem,flem,flet,feet,keet,kelt,kelk",7
mall,zemi,"mall,mell,dell,deli,demi,zemi",6
collide,resends,"collide,colline,collins,collies,tollies,tallies,talkies,tackies,hackies,hackles,heckles,deckles,deciles,defiles,refiles,refines,refinds,reminds,remends,resends",20
